,TCGA-4Z-AA7R-01
DDCRNe,0.0
DDPGAm,0.0
DEBRISOQUINEt,0.0
DECCRNe,0.0
DECDICRNe,0.0
DECDPtm,0.0
DEDOLP1_U,0.0
DEDOLP2_U,0.0
DEDOLR_U,0.0
DESAT16_2,213.7593785802092
DESAT18_10,81.43914277059568
DESAT18_3,213.7593785802092
DESAT18_4,213.7593785802092
DESAT18_5,213.7593785802092
DESAT18_6,81.43914277059568
DESAT18_7,81.43914277059568
DESAT18_8,81.43914277059568
DESAT18_9,81.43914277059568
DESAT20_1,72.80227679295162
DESAT20_2,72.80227679295162
DESAT22_1p,0.0
DESAT22_2p,0.0
DESAT24_1,81.43914277059568
DGAT,40.570272515961435
DGCHOLte,0.0
DGCHOLtx,0.0
DGK1,174.46057225333257
DGK2m,0.0
DGNSKm,26.40537559799274
DGSNt,37.42115640297481
DGSNtm,0.0
DGTPtm,0.0
DGTPtn,0.0
DGULND,0.0
DHAAt1r,55.22959617796224
DHAPA,23.259366653095302
DHAPAx,23.259366653095302
DHAPtc,0.0
DHCHOLESTANATEtm,0.0
DHCR241r,57.904472903663944
DHCR242r,57.904472903663944
DHCR243r,57.904472903663944
DHCR71r,81.8127073588417
DHCR72r,81.8127073588417
DHCRD1,29.26226197319345
DHCRD2,29.26226197319345
DHDPBMTm,6.335124747214433
DHEASULT,157.1415906397719
DHEASt,1.5319025330477578
DHEAStr,0.0
DHEAtr,0.0
DHFR,5.419125854448185
DHFtl,0.0
DHFtm,0.0
DHORD9,9.19841781418515
DHORTS,49.09342330303927
DHPM1,0.014943343930082773
DHPM2,0.014943343930082773
DHPR,4.850076576500788
DHPR2,0.0
DIDPtn,0.0
DIGALSGALSIDEte,0.0
DIGALSGALSIDEtg,0.0
DIGALSIDEtg,0.0
DIGALSIDEtl,0.0
DINt,37.42115640297481
DITPtn,0.0
DKMPPD,0.0
DLNLCGCPT1,67.42529924047491
DLNLCGCPT2,26.16287433945713
DLNLCGCRNt,3.3778119430731
DLNLCGt,11.872200008267429
DMANTIPYRINEte,0.0
DMATT,121.5748339174581
DMATTx,121.5748339174581
DMGDHm,0.00908811602271715
DMGtm,0.0
DMHPTCRNCPT1,0.0
DMHPTCRNCPT2,0.0
DMHPTCRNt,0.0
DMHPTCRNte,0.0
DMNONCOACRNCPT1,0.0
DMNONCRNCPT2,0.0
DMNONCRNt,0.0
DM_13_cis_oretn_n_,0.0
DM_13_cis_retn_n_,0.0
DM_1a25dhvitd3_LPAREN_n_RPAREN_,0.0
DM_4abut_LPAREN_n_RPAREN_,0.0
DM_4hrpo,0.0
DM_5hpet_LPAREN_r_RPAREN_,0.0
DM_Asn_X_Ser_Thr_ly_,0.0
DM_HC00004_r,0.0
DM_HC00005_r,0.0
DM_HC00006_r,0.0
DM_HC00007_r,0.0
DM_HC00008_r,0.0
DM_HC00009_r,0.0
DM_HC02029_c,0.0
DM_HC02030_c,0.0
DM_HC02031_c,0.0
DM_HC02032_c,0.0
DM_HC02033_c,0.0
DM_HC02036_c,0.0
DM_HC02223_m,0.0
DM_Lcystin,0.0
DM_MNXM8_m,0.0
DM_MNXM96415_m,0.0
DM_Ser_Gly_Ala_X_Gly_ly_,0.0
DM_Ser_Thr_ly_,0.0
DM_T_antigen_g_,0.0
DM_anth,0.0
DM_atp_c_,0.0
DM_avite1_c_,0.0
DM_btn,0.0
DM_cdpchol_r,0.0
DM_cmp_r,0.0
DM_core5_g_,0.0
DM_core7_g_,0.0
DM_core8_g_,0.0
DM_cys_L_m,0.0
DM_datp_m_,0.0
DM_datp_n_,0.0
DM_dctp_m_,0.0
DM_dctp_n_,0.0
DM_dem2emgacpail_prot_hs_r_,0.0
DM_dgpi_prot_hs_r_,0.0
DM_dgtp_m_,0.0
DM_dgtp_n_,0.0
DM_dsT_antigen_g_,0.0
DM_dttp_m_,0.0
DM_dttp_n_,0.0
DM_ethamp_r_,0.0
DM_fadh2_c_,0.0
DM_fol,0.0
DM_gdp_m,0.0
DM_gncore2_g_,0.0
DM_gpi_sig_er_,0.0
DM_hdca_x,0.0
DM_hretn_n_,0.0
DM_inost_r,0.0
DM_kdn_c_,0.0
DM_lanost_x,0.0
DM_melanin_c_,0.0
DM_mem2emgacpail_prot_hs_r_,0.0
DM_met_L_m,0.0
DM_n5m2masn_g_,0.0
DM_nadh_c_,0.0
DM_ncam,0.0
DM_oretn_n_,0.0
DM_pe_hs_LPAREN_r_RPAREN_,0.0
DM_pmtcoa_LPAREN_r_RPAREN_,0.0
DM_pnto_R,0.0
DM_sTn_antigen_g_,0.0
DM_taur_LPAREN_c_RPAREN_,0.0
DM_thbpt_c,0.0
DM_thr_L_m,0.0
DM_trdrd_m,0.0
DNADtn,0.0
DNAMTSEn,28.11199943975618
DNAMTn,28.11199943975618
DNDPt10m,11.92740726180371
DNDPt11m,11.92740726180371
DNDPt12m,11.92740726180371
DNDPt13m,11.92740726180371
DNDPt14m,11.92740726180371
DNDPt15m,11.92740726180371
DNDPt16m,11.92740726180371
DNDPt17m,11.92740726180371
DNDPt18m,11.92740726180371
DNDPt19m,11.92740726180371
DNDPt1m,11.92740726180371
DNDPt20m,11.92740726180371
DNDPt21m,11.92740726180371
DNDPt22m,11.92740726180371
DNDPt23m,11.92740726180371
DNDPt24m,11.92740726180371
DNDPt25m,11.92740726180371
DNDPt26m,11.92740726180371
DNDPt27m,11.92740726180371
DNDPt28m,11.92740726180371
DNDPt29m,11.92740726180371
DNDPt2m,11.92740726180371
DNDPt30m,11.92740726180371
DNDPt31m,11.92740726180371
DNDPt32m,11.92740726180371
DNDPt33m,11.92740726180371
DNDPt34m,11.92740726180371
DNDPt35m,11.92740726180371
DNDPt36m,11.92740726180371
DNDPt37m,11.92740726180371
DNDPt38m,11.92740726180371
DNDPt39m,11.92740726180371
DNDPt3m,11.92740726180371
DNDPt40m,11.92740726180371
DNDPt41m,11.92740726180371
DNDPt42m,11.92740726180371
DNDPt43m,11.92740726180371
DNDPt44m,11.92740726180371
DNDPt45m,11.92740726180371
DNDPt46m,11.92740726180371
DNDPt47m,11.92740726180371
DNDPt48m,11.92740726180371
DNDPt49m,11.92740726180371
DNDPt4m,11.92740726180371
DNDPt50m,11.92740726180371
DNDPt51m,11.92740726180371
DNDPt52m,11.92740726180371
DNDPt53m,11.92740726180371
DNDPt54m,11.92740726180371
DNDPt55m,11.92740726180371
DNDPt56m,11.92740726180371
DNDPt57m,11.92740726180371
DNDPt58m,11.92740726180371
DNDPt59m,11.92740726180371
DNDPt5m,11.92740726180371
DNDPt60m,11.92740726180371
DNDPt61m,11.92740726180371
DNDPt62m,11.92740726180371
DNDPt63m,11.92740726180371
DNDPt6m,11.92740726180371
DNDPt7m,11.92740726180371
DNDPt8m,11.92740726180371
DNDPt9m,11.92740726180371
DOCO13ECOAtxc,0.0
DOCO13EFATP,86.53831714511064
DOCOSACT,0.06696345104828552
DOCOSACTDe,0.0
DOCOSACTDr,0.0
DOCOSADIACTD,0.0
DOCOSCOAtxc,0.0
DOCOSDIACTD,0.0
DOGULND1,0.0
DOGULND2,0.0
DOGULNO1,0.0
DOGULNO2,0.0
DOLASNT_Uer,87.10099845666767
DOLDPP_Uer,31.70222650951521
DOLGPP_Uer,0.0
DOLICHOL_Uter,0.0
DOLK_U,0.0
DOLPGT1_Uer,2.8044789967576222
DOLPGT2_Uer,12.784228726282516
DOLPGT3_Uer,7.684062782725108
DOLPH_Uer,0.0
DOLPMT1_Uer,95.75070355821528
DOLPMT2_Uer,0.0
DOLPMT3_Uer,23.23844628219451
DOLPMT4_Uer,0.0
DOLPMT_U,15.644211867845753
DOLP_Uter,0.0
DOPABMO,0.8378921628052192
DOPACHRMISO,0.0
DOPAMT,36.581895130428975
DOPAQNISO1,0.0
DOPASFt,0.0
DOPASULT,157.1415906397719
DOPAVESSEC,0.017078413611513986
DOPAt4_2_r,0.012942499063505407
DOPAtu,4.582285237609415
DORNOp,0.0
DPCOAK,358.45480192142014
DPCOAtl,0.0
DPGM,263.20694443925805
DPGase,263.20694443925805
DPHMBDCm,0.0
DPMVDc,62.8077022723565
DPMVDx,62.8077022723565
DPPS,0.0
DPROOp,0.0
DRBK,0.5906900242389465
DRIBt,0.0
DRPA,3.3798475763113327
DSAT,0.0
DSREDUCr,57.904472903663944
DTDPtn,0.0
DTMPK,25.435083769842233
DTMPKm,25.435083769842233
DTTPtm,0.0
DTTPtn,0.0
DUDPtn,0.0
DUMPtn,0.0
DURAD,0.022515337417395042
DURAD2,0.022515337417395042
DURIK1,57.96978576969696
DURIK1m,6.901049511971547
DURIPP,85.8835987473891
DURIt,37.42115640297481
DURItn,0.0
DUTPDP,0.0
DUTPDPm,65.03921332656715
DUTPDPn,65.03921332656715
D_3AIBt,0.0
D_LACt2,120.01609078418608
D_LACtm,25.023692931390467
EAFLATOXINte,0.0
EBASTINEOHte,0.0
EBASTINEOHtr,0.0
EBASTINEte,0.0
EBASTINEtr,0.0
EBP1r,164.7666368446694
EBP2r,164.7666368446694
ECGISOr,0.0
ECOAH12m,182.71135035505264
ECOAH1m,182.71135035505264
ECOAH1x,119.03916390358826
ECOAH9m,182.71135035505264
EGMESTr,0.0
EHGLAT,9.921111937881461
EHGLAT2m,92.10444414354893
EHGLATm,92.10444414354893
EHMN_R00332_n,0.12876189153596748
EHMN_R00335_c,3.06811219599162
EHMN_R00335_n,7.246943875087759
EHMN_R01361_c,40.98498545380981
EHMN_RE1254_c,0.4643771659431331
EICOSTETCPT1,67.42529924047491
EICOSTETCPT2,26.16287433945713
EICOSTETCRNt,3.3778119430731
EICOSTETt,0.0
ELAIDCPT1,67.42529924047491
ELAIDCPT2,26.16287433945713
ELAIDCRNt,3.3778119430731
ELAIDt,9.8816093777917
ENGASE,48.52985356361474
ENGASE2,48.52985356361474
ENGASE2ly,0.0
ENGASE3ly,0.0
ENGASEly,0.0
ENMAN1g,0.0
ENMAN2g,0.0
ENMAN3g,0.0
ENMAN4g,0.0
ENMAN5g,0.0
ENMAN6g,0.0
ENO,1048.3609627665226
EPCTX,95.53807395951092
ESTRADIOLGLCt,0.11009250546666048
ESTRADIOLGLCt2,1.0438861256190166
ESTRADIOLGLCtr,0.0
ESTRADIOLt,0.0
ESTRADIOLtr,0.0
ESTRIOLGLCte,8.689332890225701
ESTRIOLGLCtr,0.0
ESTRIOLtr,0.0
ESTRONEGLCt,20.379663682565123
ESTRONEGLCtr,0.0
ESTRONESt,1.5319025330477578
ESTRONESt2,0.059869709457261486
ESTRONEtr,0.0
ESTSULT,22.64263560819011
ETF,19.577884594368502
ETFQO,4.0333835923592005
ETHAK,24.411112725016388
ETHP,0.0
ETOHMO,0.104947928396764
ETOHt,0.0
ETOHtx,0.0
EX_10fthf5glu_LPAREN_e_RPAREN_,0.0
EX_10fthf6glu_LPAREN_e_RPAREN_,0.0
EX_10fthf7glu_LPAREN_e_RPAREN_,0.0
EX_10fthf_LPAREN_e_RPAREN_,0.0
EX_11_cis_retfa_LPAREN_e_RPAREN_,0.0
EX_13_cis_retnglc_LPAREN_e_RPAREN_,0.0
EX_1glyc_hs_LPAREN_e_RPAREN_,0.0
EX_1mncam_LPAREN_e_RPAREN_,0.0
EX_2425dhvitd2_LPAREN_e_RPAREN_,0.0
EX_2425dhvitd3_LPAREN_e_RPAREN_,0.0
EX_24nph_LPAREN_e_RPAREN_,0.0
EX_25hvitd2_LPAREN_e_RPAREN_,0.0
EX_25hvitd3_LPAREN_e_RPAREN_,0.0
EX_2hb_LPAREN_e_RPAREN_,0.0
EX_2mcit_LPAREN_e_RPAREN_,0.0
EX_34dhoxpeg_LPAREN_e_RPAREN_,0.0
EX_34dhphe_LPAREN_e_RPAREN_,0.0
EX_34hpp,0.0
EX_35cgmp_LPAREN_e_RPAREN_,0.0
EX_3aib_D_LPAREN_e_RPAREN_,0.0
EX_3aib_LPAREN_e_RPAREN_,0.0
EX_3bcrn,0.0
EX_3ddcrn,0.0
EX_3deccrn,0.0
EX_3hdececrn,0.0
EX_3hexdcrn,0.0
EX_3ivcrn,0.0
EX_3mlda_LPAREN_e_RPAREN_,0.0
EX_3mob_LPAREN_e_RPAREN_,0.0
EX_3mop_LPAREN_e_RPAREN_,0.0
EX_3octdec2crn,0.0
EX_3octdeccrn,0.0
EX_3octdece1crn,0.0
EX_3tdcrn,0.0
EX_3tetd7ecoacrn,0.0
EX_3thexddcoacrn,0.0
EX_3ttetddcoacrn,0.0
EX_4abut_LPAREN_e_RPAREN_,0.0
EX_4abutn_LPAREN_e_RPAREN_,0.0
EX_4hdebrisoquine_LPAREN_e_RPAREN_,0.0
EX_4hphac_LPAREN_e_RPAREN_,0.0
EX_4hpro_LPAREN_e_RPAREN_,0.0
EX_4mop_LPAREN_e_RPAREN_,0.0
EX_4mptnl_LPAREN_e_RPAREN_,0.0
EX_4mtolbutamide_LPAREN_e_RPAREN_,0.0
EX_4nph_LPAREN_e_RPAREN_,0.0
EX_4nphsf_LPAREN_e_RPAREN_,0.0
EX_4pyrdx_LPAREN_e_RPAREN_,0.0
EX_5adtststerone_LPAREN_e_RPAREN_,0.0
EX_5adtststeroneglc_LPAREN_e_RPAREN_,0.0
EX_5adtststerones_LPAREN_e_RPAREN_,0.0
EX_5dhf_LPAREN_e_RPAREN_,0.0
EX_5fthf_LPAREN_e_RPAREN_,0.0
EX_5homeprazole_LPAREN_e_RPAREN_,0.0
EX_5htrp_LPAREN_e_RPAREN_,0.0
EX_5mta_LPAREN_e_RPAREN_,0.0
EX_5mthf_LPAREN_e_RPAREN_,0.0
EX_5oxpro_LPAREN_e_RPAREN_,0.0
EX_5thf_LPAREN_e_RPAREN_,0.0
EX_6dhf_LPAREN_e_RPAREN_,0.0
EX_6htststerone_LPAREN_e_RPAREN_,0.0
EX_6thf_LPAREN_e_RPAREN_,0.0
EX_7dhf_LPAREN_e_RPAREN_,0.0
EX_7thf_LPAREN_e_RPAREN_,0.0
EX_9_cis_retfa_LPAREN_e_RPAREN_,0.0
EX_C02470_LPAREN_e_RPAREN_,0.0
EX_C02528_LPAREN_e_RPAREN_,0.0
EX_CLPND_LPAREN_e_RPAREN_,0.0
EX_HC00001_LPAREN_e_RPAREN_,0.0
EX_HC00002_LPAREN_e_RPAREN_,0.0
EX_HC00003_LPAREN_e_RPAREN_,0.0
EX_HC00004_LPAREN_e_RPAREN_,0.0
EX_HC00005_LPAREN_e_RPAREN_,0.0
EX_HC00009_LPAREN_e_RPAREN_,0.0
EX_HC00229_LPAREN_e_RPAREN_,0.0
EX_HC00250_LPAREN_e_RPAREN_,0.0
EX_HC00822_LPAREN_e_RPAREN_,0.0
EX_HC00955_LPAREN_e_RPAREN_,0.0
EX_HC01104_LPAREN_e_RPAREN_,0.0
EX_HC01361_LPAREN_e_RPAREN_,0.0
EX_HC01440_LPAREN_e_RPAREN_,0.0
EX_HC01441_LPAREN_e_RPAREN_,0.0
EX_HC01444_LPAREN_e_RPAREN_,0.0
EX_HC01446_LPAREN_e_RPAREN_,0.0
EX_HC01577_LPAREN_e_RPAREN_,0.0
EX_HC01609_LPAREN_e_RPAREN_,0.0
EX_HC01610_LPAREN_e_RPAREN_,0.0
EX_HC01700_LPAREN_e_RPAREN_,0.0
EX_HC01787_LPAREN_e_RPAREN_,0.0
EX_HC01852_LPAREN_e_RPAREN_,0.0
EX_HC01939_LPAREN_e_RPAREN_,0.0
EX_HC01942_LPAREN_e_RPAREN_,0.0
EX_HC01943_LPAREN_e_RPAREN_,0.0
EX_HC01944_LPAREN_e_RPAREN_,0.0
EX_HC02172_LPAREN_e_RPAREN_,0.0
EX_HC02176_LPAREN_e_RPAREN_,0.0
EX_HC02179_LPAREN_e_RPAREN_,0.0
EX_HC02180_LPAREN_e_RPAREN_,0.0
EX_HC02187_LPAREN_e_RPAREN_,0.0
EX_HC02191_LPAREN_e_RPAREN_,0.0
EX_HC02192_LPAREN_e_RPAREN_,0.0
EX_HC02193_LPAREN_e_RPAREN_,0.0
EX_HC02197_LPAREN_e_RPAREN_,0.0
EX_HC02198_LPAREN_e_RPAREN_,0.0
EX_HC02199_LPAREN_e_RPAREN_,0.0
EX_HC02200_LPAREN_e_RPAREN_,0.0
EX_HC02201_LPAREN_e_RPAREN_,0.0
EX_HC02202_LPAREN_e_RPAREN_,0.0
EX_HC02203_LPAREN_e_RPAREN_,0.0
EX_HC02204_LPAREN_e_RPAREN_,0.0
EX_HC02205_LPAREN_e_RPAREN_,0.0
EX_HC02206_LPAREN_e_RPAREN_,0.0
EX_HC02207_LPAREN_e_RPAREN_,0.0
EX_HC02208_LPAREN_e_RPAREN_,0.0
EX_HC02210_LPAREN_e_RPAREN_,0.0
EX_HC02213_LPAREN_e_RPAREN_,0.0
EX_HC02214_LPAREN_e_RPAREN_,0.0
EX_HC02216_LPAREN_e_RPAREN_,0.0
EX_HC02217_LPAREN_e_RPAREN_,0.0
EX_HC02220_LPAREN_e_RPAREN_,0.0
EX_Lcystin_LPAREN_e_RPAREN_,0.0
EX_Rtotal2_LPAREN_e_RPAREN_,0.0
EX_Rtotal3_LPAREN_e_RPAREN_,0.0
EX_Rtotal_LPAREN_e_RPAREN_,0.0
EX_Tyr_ggn_LPAREN_e_RPAREN_,0.0
EX_abt_LPAREN_e_RPAREN_,0.0
EX_ac_LPAREN_e_RPAREN_,0.0
EX_acac_LPAREN_e_RPAREN_,0.0
EX_acald_LPAREN_e_RPAREN_,0.0
EX_acetone_LPAREN_e_RPAREN_,0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_acgam_LPAREN_e_RPAREN_,0.0
EX_ach_LPAREN_e_RPAREN_,0.0
EX_acmana_LPAREN_e_RPAREN_,0.0
EX_acn13acngalgbside_hs_LPAREN_e_RPAREN_,0.0
EX_acn23acngalgbside_hs_LPAREN_e_RPAREN_,0.0
EX_acnacngal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_acnacngalgbside_hs_LPAREN_e_RPAREN_,0.0
EX_acngalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_ade_LPAREN_e_RPAREN_,0.0
EX_adn_LPAREN_e_RPAREN_,0.0
EX_adp,0.0
EX_adprbp_LPAREN_e_RPAREN_,0.0
EX_adprib_LPAREN_e_RPAREN_,0.0
EX_adrn_LPAREN_e_RPAREN_,0.0
EX_adrnl_LPAREN_e_RPAREN_,0.0
EX_aflatoxin_LPAREN_e_RPAREN_,0.0
EX_ahandrostanglc_LPAREN_e_RPAREN_,0.0
EX_ahcys_LPAREN_e_RPAREN_,0.0
EX_ahdt_LPAREN_e_RPAREN_,0.0
EX_aicar_LPAREN_e_RPAREN_,0.0
EX_ak2lgchol_hs_LPAREN_e_RPAREN_,0.0
EX_akg_LPAREN_e_RPAREN_,0.0
EX_ala_B_LPAREN_e_RPAREN_,0.0
EX_ala_D_LPAREN_e_RPAREN_,0.0
EX_ala_L_LPAREN_e_RPAREN_,0.0
EX_alaala_LPAREN_e_RPAREN_,0.0
EX_aldstrn_LPAREN_e_RPAREN_,0.0
EX_amp_LPAREN_e_RPAREN_,0.0
EX_andrstrn_LPAREN_e_RPAREN_,0.0
EX_andrstrnglc_LPAREN_e_RPAREN_,0.0
EX_anth_LPAREN_e_RPAREN_,0.0
EX_antipyrene_LPAREN_e_RPAREN_,0.0
EX_apnnox_LPAREN_e_RPAREN_,0.0
EX_appnn_LPAREN_e_RPAREN_,0.0
EX_aprgstrn_LPAREN_e_RPAREN_,0.0
EX_aqcobal_LPAREN_e_RPAREN_,0.0
EX_arab_L_LPAREN_e_RPAREN_,0.0
EX_arach_LPAREN_e_RPAREN_,0.0
EX_arachd_LPAREN_e_RPAREN_,0.0
EX_arg_L_LPAREN_e_RPAREN_,0.0
EX_ascb_L_LPAREN_e_RPAREN_,0.0
EX_asn_L_LPAREN_e_RPAREN_,0.0
EX_asp_D_LPAREN_e_RPAREN_,0.0
EX_asp_L_LPAREN_e_RPAREN_,0.0
EX_atp_LPAREN_e_RPAREN_,0.0
EX_avite1_LPAREN_e_RPAREN_,0.0
EX_bhb_LPAREN_e_RPAREN_,0.0
EX_bildglcur_LPAREN_e_RPAREN_,0.0
EX_bilglcur_LPAREN_e_RPAREN_,0.0
EX_bilirub_LPAREN_e_RPAREN_,0.0
EX_biocyt_LPAREN_e_RPAREN_,0.0
EX_btn_LPAREN_e_RPAREN_,0.0
EX_but_LPAREN_e_RPAREN_,0.0
EX_bz_LPAREN_e_RPAREN_,0.0
EX_c101crn,0.0
EX_c10crn,0.0
EX_c10dc,0.0
EX_c12dc,0.0
EX_c16dc,0.0
EX_c3dc,0.0
EX_c4crn,0.0
EX_c4dc,0.0
EX_c51crn,0.0
EX_c5dc,0.0
EX_c6crn,0.0
EX_c6dc,0.0
EX_c81crn,0.0
EX_c8crn,0.0
EX_ca2_LPAREN_e_RPAREN_,0.0
EX_camp_LPAREN_e_RPAREN_,0.0
EX_carn_LPAREN_e_RPAREN_,0.0
EX_caro_LPAREN_e_RPAREN_,0.0
EX_carveol_LPAREN_e_RPAREN_,0.0
EX_cbasp_LPAREN_e_RPAREN_,0.0
EX_cdp_LPAREN_e_RPAREN_,0.0
EX_cgly_LPAREN_e_RPAREN_,0.0
EX_chol_LPAREN_e_RPAREN_,0.0
EX_cholate_LPAREN_e_RPAREN_,0.0
EX_chsterol_LPAREN_e_RPAREN_,0.0
EX_chtn_LPAREN_e_RPAREN_,0.0
EX_cit_LPAREN_e_RPAREN_,0.0
EX_citr_L_LPAREN_e_RPAREN_,0.0
EX_cl_LPAREN_e_RPAREN_,0.0
EX_cmp_LPAREN_e_RPAREN_,0.0
EX_co2_LPAREN_e_RPAREN_,0.0
EX_co_LPAREN_e_RPAREN_,0.0
EX_coumarin_LPAREN_e_RPAREN_,0.0
EX_creat_LPAREN_e_RPAREN_,0.0
EX_crmp_hs_LPAREN_e_RPAREN_,0.0
EX_crn_LPAREN_e_RPAREN_,0.0
EX_crtsl_LPAREN_e_RPAREN_,0.0
EX_crtstrn_LPAREN_e_RPAREN_,0.0
EX_crvnc_LPAREN_e_RPAREN_,0.0
EX_csn_LPAREN_e_RPAREN_,0.0
EX_cspg_a_LPAREN_e_RPAREN_,0.0
EX_cspg_b_LPAREN_e_RPAREN_,0.0
EX_cspg_c_LPAREN_e_RPAREN_,0.0
EX_cspg_d_LPAREN_e_RPAREN_,0.0
EX_cspg_e_LPAREN_e_RPAREN_,0.0
EX_ctp_LPAREN_e_RPAREN_,0.0
EX_cyan_LPAREN_e_RPAREN_,0.0
EX_cys_L_LPAREN_e_RPAREN_,0.0
EX_cytd_LPAREN_e_RPAREN_,0.0
EX_dad_2_LPAREN_e_RPAREN_,0.0
EX_dag_hs_LPAREN_e_RPAREN_,0.0
EX_dca_LPAREN_e_RPAREN_,0.0
EX_dcsptn1_LPAREN_e_RPAREN_,0.0
EX_dcyt_LPAREN_e_RPAREN_,0.0
EX_ddece1crn,0.0
EX_debrisoquine_LPAREN_e_RPAREN_,0.0
EX_decdicrn,0.0
EX_dgchol_LPAREN_e_RPAREN_,0.0
EX_dgmp_LPAREN_e_RPAREN_,0.0
EX_dgsn_LPAREN_e_RPAREN_,0.0
EX_dgtp_LPAREN_e_RPAREN_,0.0
EX_dha_LPAREN_e_RPAREN_,0.0
EX_dhap_LPAREN_e_RPAREN_,0.0
EX_dhdascb_LPAREN_e_RPAREN_,0.0
EX_dheas_LPAREN_e_RPAREN_,0.0
EX_dhf_LPAREN_e_RPAREN_,0.0
EX_digalsgalside_hs_LPAREN_e_RPAREN_,0.0
EX_din_LPAREN_e_RPAREN_,0.0
EX_dlnlcg_LPAREN_e_RPAREN_,0.0
EX_dmantipyrine_LPAREN_e_RPAREN_,0.0
EX_dmhptcrn_LPAREN_e_RPAREN_,0.0
EX_doco13ac,0.0
EX_docosac,0.0
EX_docosdiac,0.0
EX_dopa_LPAREN_e_RPAREN_,0.0
EX_dopasf_LPAREN_e_RPAREN_,0.0
EX_drib_LPAREN_e_RPAREN_,0.0
EX_dtdp_LPAREN_e_RPAREN_,0.0
EX_dtmp_LPAREN_e_RPAREN_,0.0
EX_dttp_LPAREN_e_RPAREN_,0.0
EX_duri_LPAREN_e_RPAREN_,0.0
EX_eaflatoxin_LPAREN_e_RPAREN_,0.0
EX_ebastine_LPAREN_e_RPAREN_,0.0
EX_ebastineoh_LPAREN_e_RPAREN_,0.0
EX_eicostet_LPAREN_e_RPAREN_,0.0
EX_elaid_LPAREN_e_RPAREN_,0.0
EX_estradiol_LPAREN_e_RPAREN_,0.0
EX_estradiolglc_LPAREN_e_RPAREN_,0.0
EX_estriolglc_LPAREN_e_RPAREN_,0.0
EX_estroneglc_LPAREN_e_RPAREN_,0.0
EX_estrones_LPAREN_e_RPAREN_,0.0
EX_etoh_LPAREN_e_RPAREN_,0.0
EX_fad_LPAREN_e_RPAREN_,0.0
EX_fald_LPAREN_e_RPAREN_,0.0
EX_fe2_LPAREN_e_RPAREN_,0.0
EX_fe3_LPAREN_e_RPAREN_,0.0
EX_fmn_LPAREN_e_RPAREN_,0.0
EX_fol_LPAREN_e_RPAREN_,0.0
EX_for_LPAREN_e_RPAREN_,0.0
EX_fru_LPAREN_e_RPAREN_,0.0
EX_fuc13galacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fuc14galacglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fuc_L_LPAREN_e_RPAREN_,0.0
EX_fucacgalfucgalacglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fucacngal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fucacngalacglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fucfuc12gal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fucfucgalacglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fucgal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fucgalfucgalacglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_fucgalgbside_hs_LPAREN_e_RPAREN_,0.0
EX_g1p_LPAREN_e_RPAREN_,0.0
EX_gal_LPAREN_e_RPAREN_,0.0
EX_galacglcgalgbside_hs_LPAREN_e_RPAREN_,0.0
EX_galfuc12gal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_galfucgalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_,0.0
EX_galgalgalthcrm_hs_LPAREN_e_RPAREN_,0.0
EX_gam_LPAREN_e_RPAREN_,0.0
EX_gbside_hs_LPAREN_e_RPAREN_,0.0
EX_gchola_LPAREN_e_RPAREN_,0.0
EX_gd1b2_hs_LPAREN_e_RPAREN_,0.0
EX_gd1c_hs_LPAREN_e_RPAREN_,0.0
EX_gdp_LPAREN_e_RPAREN_,0.0
EX_glc_LPAREN_e_RPAREN_,0.0
EX_gln_L_LPAREN_e_RPAREN_,0.0
EX_glu_L_LPAREN_e_RPAREN_,0.0
EX_gluala_LPAREN_e_RPAREN_,0.0
EX_gly_LPAREN_e_RPAREN_,0.0
EX_glyb_LPAREN_e_RPAREN_,0.0
EX_glyc_LPAREN_e_RPAREN_,0.0
EX_glyc_S_LPAREN_e_RPAREN_,0.0
